Description,Date,ScanNo,DM4 Path,H5 Path,Streaming,DM4 DateTime,HDF5 DateTime,Duration (s)
Ambarneil FT 3,2023.02.24,628,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.24/scan628.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.24/data_scan628_id7508_electrons.h5,False,2023-02-24T23:29:12.839863+00:00,2023-02-24T23:50:59.687833+00:00,1306.84797
Ambarneil FT 3,2023.02.24,630,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.24/scan630.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.24/data_scan630_id7510_electrons.h5,False,2023-02-24T23:31:48.535727+00:00,2023-02-24T23:50:09.552803+00:00,1101.017076
Ambarneil FT 3,2023.02.24,631,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.24/scan631.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.24/data_scan631_id7511_electrons.h5,False,2023-02-24T23:33:04.785263+00:00,2023-02-24T23:49:47.226942+00:00,1002.441679
Ambarneil FT 3,2023.02.24,633,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.24/scan633.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.24/data_scan633_id7512_electrons.h5,False,2023-02-24T23:35:38.362038+00:00,2023-02-24T23:49:00.797577+00:00,802.435539
Ambarneil FT 3,2023.02.24,634,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.24/scan634.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.24/data_scan634_id7513_electrons.h5,False,2023-02-24T23:36:56.718099+00:00,2023-02-24T23:49:05.062921+00:00,728.344822
Ambarneil FT 3,2023.02.24,635,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.24/scan635.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.24/data_scan635_id7514_electrons.h5,False,2023-02-24T23:38:13.096352+00:00,2023-02-24T23:49:33.604412+00:00,680.50806
Ambarneil FT 3,2023.02.24,636,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.24/scan636.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.24/data_scan636_id7515_electrons.h5,False,2023-02-24T23:39:30.396429+00:00,2023-02-24T23:47:30.814341+00:00,480.417912
Ambarneil FT 3,2023.02.24,637,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.24/scan637.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.24/data_scan637_id7516_electrons.h5,False,2023-02-24T23:40:47.738347+00:00,2023-02-24T23:47:30.051497+00:00,402.31315
Ambarneil FT 3,2023.02.24,638,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.24/scan638.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.24/data_scan638_id7517_electrons.h5,False,2023-02-24T23:42:05.159312+00:00,2023-02-24T23:47:29.108099+00:00,323.948787
Ambarneil FT 3,2023.02.24,639,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.24/scan639.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.24/data_scan639_id7518_electrons.h5,False,2023-02-24T23:43:22.377837+00:00,2023-02-24T23:47:14.139956+00:00,231.762119
Ambarneil FT 3,2023.02.24,640,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.24/scan640.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.24/data_scan640_id7519_electrons.h5,False,2023-02-24T23:44:39.667442+00:00,2023-02-24T23:55:22.561349+00:00,642.893907
Ambarneil FT 3,2023.02.24,641,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.24/scan641.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.24/data_scan641_id7520_electrons.h5,False,2023-02-24T23:45:55.999820+00:00,2023-02-24T23:54:55.749895+00:00,539.750075
Ambarneil FT 3,2023.02.24,643,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.24/scan643.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.24/data_scan643_id7521_electrons.h5,False,2023-02-24T23:48:30.700639+00:00,2023-02-24T23:53:51.779407+00:00,321.078768
Ambarneil FT 3,2023.02.24,645,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.24/scan645.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.24/data_scan645_id7523_electrons.h5,False,2023-02-24T23:51:05.357065+00:00,2023-02-24T23:53:36.111392+00:00,150.754327
Ambarneil FT 3,2023.02.24,646,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.24/scan646.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.24/data_scan646_id7524_electrons.h5,False,2023-02-24T23:54:32.398226+00:00,2023-02-25T00:25:50.557821+00:00,1878.159595
Ambarneil FT 3,2023.02.24,650,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.24/scan650.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.24/data_scan650_id7528_electrons.h5,False,2023-02-24T23:59:01.520139+00:00,2023-02-25T00:36:06.929939+00:00,2225.4098
Ambarneil FT 3,2023.02.24,651,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.24/scan651.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.24/data_scan651_id7529_electrons.h5,False,2023-02-25T00:00:08.797460+00:00,2023-02-25T00:33:01.709609+00:00,1972.912149
Ambarneil FT 3,2023.02.24,652,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.24/scan652.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.24/data_scan652_id7530_electrons.h5,False,2023-02-25T00:01:16.185167+00:00,2023-02-25T00:23:47.569181+00:00,1351.384014
Ambarneil FT 3,2023.02.24,653,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.24/scan653.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.24/data_scan653_id7531_electrons.h5,False,2023-02-25T00:02:24.477307+00:00,2023-02-25T00:33:38.442131+00:00,1873.964824
Ambarneil FT 3,2023.02.24,654,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.24/scan654.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.24/data_scan654_id7532_electrons.h5,False,2023-02-25T00:03:29.734346+00:00,2023-02-25T00:32:19.112839+00:00,1729.378493
Ambarneil FT 3,2023.02.24,655,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.24/scan655.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.24/data_scan655_id7533_electrons.h5,False,2023-02-25T00:04:37.062823+00:00,2023-02-25T00:30:24.034191+00:00,1546.971368
Ambarneil FT 4,2023.02.09,195,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan195.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan195_id7034_electrons.h5,False,2023-02-09T19:42:26.030467+00:00,2023-02-09T19:44:46.445056+00:00,140.414589
Ambarneil FT 4,2023.02.09,196,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan196.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan196_id7035_electrons.h5,False,2023-02-09T19:43:41.988090+00:00,2023-02-09T20:43:50.419407+00:00,3608.431317
Ambarneil FT 4,2023.02.09,197,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan197.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan197_id7036_electrons.h5,False,2023-02-09T19:44:59.465486+00:00,2023-02-09T20:42:02.820954+00:00,3423.355468
Ambarneil FT 4,2023.02.09,198,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan198.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan198_id7037_electrons.h5,False,2023-02-09T19:46:17.067060+00:00,2023-02-09T22:01:52.323295+00:00,8135.256235
Ambarneil FT 4,2023.02.09,199,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan199.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan199_id7038_electrons.h5,False,2023-02-09T19:47:35.391172+00:00,2023-02-09T20:36:46.090956+00:00,2950.699784
Ambarneil FT 4,2023.02.09,200,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan200.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan200_id7039_electrons.h5,False,2023-02-09T19:48:56.694504+00:00,2023-02-09T20:34:59.559823+00:00,2762.865319
Ambarneil FT 4,2023.02.09,201,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan201.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan201_id7040_electrons.h5,False,2023-02-09T19:50:10.295478+00:00,2023-02-09T20:33:20.723259+00:00,2590.427781
Ambarneil FT 4,2023.02.09,202,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan202.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan202_id7041_electrons.h5,False,2023-02-09T19:52:17.326469+00:00,2023-02-09T20:31:04.632995+00:00,2327.306526
Ambarneil FT 4,2023.02.09,203,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan203.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan203_id7042_electrons.h5,False,2023-02-09T19:52:46.317675+00:00,2023-02-09T20:29:22.847775+00:00,2196.5301
Ambarneil FT 4,2023.02.09,204,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan204.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan204_id7043_electrons.h5,False,2023-02-09T19:54:04.178116+00:00,2023-02-09T20:27:38.877554+00:00,2014.699438
Ambarneil FT 4,2023.02.09,205,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan205.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan205_id7044_electrons.h5,False,2023-02-09T19:55:22.383535+00:00,2023-02-09T20:25:54.216107+00:00,1831.832572
Ambarneil FT 4,2023.02.09,206,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan206.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan206_id7045_electrons.h5,False,2023-02-09T19:56:39.798118+00:00,2023-02-09T20:24:25.547377+00:00,1665.749259
Ambarneil FT 4,2023.02.09,207,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan207.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan207_id7046_electrons.h5,False,2023-02-09T19:57:57.429175+00:00,2023-02-09T20:22:51.332362+00:00,1493.903187
Ambarneil FT 4,2023.02.09,208,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan208.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan208_id7047_electrons.h5,False,2023-02-09T19:59:16.625060+00:00,2023-02-09T20:21:14.214019+00:00,1317.588959
Ambarneil FT 4,2023.02.09,209,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan209.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan209_id7048_electrons.h5,False,2023-02-09T20:00:34.300289+00:00,2023-02-09T20:19:28.336963+00:00,1134.036674
Ambarneil FT 4,2023.02.09,210,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan210.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan210_id7049_electrons.h5,False,2023-02-09T20:01:50.830250+00:00,2023-02-09T20:17:39.070891+00:00,948.240641
Ambarneil FT 4,2023.02.09,211,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan211.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan211_id7050_electrons.h5,False,2023-02-09T20:03:08.268982+00:00,2023-02-09T20:45:23.526509+00:00,2535.257527
Ambarneil FT 4,2023.02.09,212,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan212.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan212_id7051_electrons.h5,False,2023-02-09T20:04:26.788113+00:00,2023-02-09T20:15:38.351078+00:00,671.562965
Ambarneil FT 4,2023.02.09,213,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan213.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan213_id7052_electrons.h5,False,2023-02-09T20:05:44.314996+00:00,2023-02-09T20:14:19.112434+00:00,514.797438
Ambarneil FT 4,2023.02.09,214,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan214.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan214_id7053_electrons.h5,False,2023-02-09T20:07:02.810596+00:00,2023-02-09T20:12:28.139514+00:00,325.328918
Ambarneil FT 4,2023.02.09,215,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan215.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan215_id7054_electrons.h5,False,2023-02-09T20:44:45.549733+00:00,2023-02-09T20:46:27.864640+00:00,102.314907
Ambarneil FT 4,2023.02.09,216,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan216.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan216_id7055_electrons.h5,False,2023-02-09T21:48:44.488624+00:00,2023-02-09T21:52:37.396082+00:00,232.907458
Ambarneil FT 4,2023.02.09,217,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan217.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan217_id7056_electrons.h5,False,2023-02-09T21:50:02.910392+00:00,2023-02-09T22:48:26.856013+00:00,3503.945621
Ambarneil FT 4,2023.02.09,218,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan218.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan218_id7057_electrons.h5,False,2023-02-09T21:51:20.349925+00:00,2023-02-09T22:47:07.754481+00:00,3347.404556
Ambarneil FT 4,2023.02.09,219,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan219.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan219_id7058_electrons.h5,False,2023-02-09T21:52:37.889008+00:00,2023-02-09T22:45:22.436482+00:00,3164.547474
Ambarneil FT 4,2023.02.09,220,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan220.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan220_id7059_electrons.h5,False,2023-02-09T21:53:56.423275+00:00,2023-02-09T22:43:16.768420+00:00,2960.345145
Ambarneil FT 4,2023.02.09,221,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan221.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan221_id7060_electrons.h5,False,2023-02-09T21:55:13.947779+00:00,2023-02-09T22:39:36.707822+00:00,2662.760043
Ambarneil FT 4,2023.02.09,222,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan222.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan222_id7061_electrons.h5,False,2023-02-09T21:56:31.708179+00:00,2023-02-09T22:41:25.164354+00:00,2693.456175
Ambarneil FT 4,2023.02.09,223,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan223.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan223_id7062_electrons.h5,False,2023-02-09T21:57:50.019841+00:00,2023-02-09T22:37:56.193883+00:00,2406.174042
Ambarneil FT 4,2023.02.09,224,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan224.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan224_id7063_electrons.h5,False,2023-02-09T21:59:07.553982+00:00,2023-02-09T22:36:05.299224+00:00,2217.745242
Ambarneil FT 4,2023.02.09,225,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan225.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan225_id7064_electrons.h5,False,2023-02-09T22:00:26.082393+00:00,2023-02-09T22:34:18.062638+00:00,2031.980245
Ambarneil FT 4,2023.02.09,226,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan226.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan226_id7065_electrons.h5,False,2023-02-09T22:01:43.670264+00:00,2023-02-09T22:32:58.836126+00:00,1875.165862
Ambarneil FT 4,2023.02.09,227,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan227.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan227_id7066_electrons.h5,False,2023-02-09T22:03:02.211406+00:00,2023-02-09T22:31:38.255064+00:00,1716.043658
Ambarneil FT 4,2023.02.09,228,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan228.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan228_id7067_electrons.h5,False,2023-02-09T22:04:19.753835+00:00,2023-02-09T22:30:14.851744+00:00,1555.097909
Ambarneil FT 4,2023.02.09,229,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan229.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan229_id7068_electrons.h5,False,2023-02-09T22:05:38.241332+00:00,2023-02-09T22:28:57.927392+00:00,1399.68606
Ambarneil FT 4,2023.02.09,230,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan230.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan230_id7069_electrons.h5,False,2023-02-09T22:06:55.849953+00:00,2023-02-09T22:27:29.543272+00:00,1233.693319
Ambarneil FT 4,2023.02.09,231,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan231.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan231_id7070_electrons.h5,False,2023-02-09T22:08:14.328090+00:00,2023-02-09T22:25:40.188923+00:00,1045.860833
Ambarneil FT 4,2023.02.09,232,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan232.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan232_id7071_electrons.h5,False,2023-02-09T22:09:33.129696+00:00,2023-02-09T22:24:31.181510+00:00,898.051814
Ambarneil FT 4,2023.02.09,233,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan233.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan233_id7072_electrons.h5,False,2023-02-09T22:10:51.543621+00:00,2023-02-09T22:22:23.421753+00:00,691.878132
Ambarneil FT 4,2023.02.09,234,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan234.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan234_id7073_electrons.h5,False,2023-02-09T22:12:09.084420+00:00,2023-02-09T22:20:37.588634+00:00,508.504214
Ambarneil FT 4,2023.02.09,235,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan235.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan235_id7074_electrons.h5,False,2023-02-09T22:13:29.519998+00:00,2023-02-09T22:16:33.519765+00:00,183.999767
Ambarneil FT 4,2023.02.09,236,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan236.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan236_id7075_electrons.h5,False,2023-02-09T22:23:37.052342+00:00,2023-02-09T22:50:26.357102+00:00,1609.30476
Ambarneil FT 4,2023.02.09,237,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan237.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan237_id7076_electrons.h5,False,2023-02-09T22:24:55.615777+00:00,2023-02-09T23:12:15.495697+00:00,2839.87992
Ambarneil FT 4,2023.02.09,238,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan238.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan238_id7077_electrons.h5,False,2023-02-09T22:26:14.369070+00:00,2023-02-09T22:55:05.415742+00:00,1731.046672
Ambarneil FT 4,2023.02.09,239,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan239.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan239_id7078_electrons.h5,False,2023-02-09T22:27:32.969217+00:00,2023-02-09T22:57:08.836621+00:00,1775.867404
Ambarneil FT 4,2023.02.09,240,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan240.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan240_id7079_electrons.h5,False,2023-02-09T22:28:51.997241+00:00,2023-02-09T22:58:22.321232+00:00,1770.323991
Ambarneil FT 4,2023.02.09,241,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan241.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan241_id7080_electrons.h5,False,2023-02-09T22:30:08.938239+00:00,2023-02-09T22:59:43.424221+00:00,1774.485982
Ambarneil FT 4,2023.02.09,242,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan242.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan242_id7081_electrons.h5,False,2023-02-09T22:31:27.714111+00:00,2023-02-09T23:01:27.946821+00:00,1800.23271
Ambarneil FT 4,2023.02.09,243,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan243.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan243_id7082_electrons.h5,False,2023-02-09T22:32:46.370019+00:00,2023-02-09T23:03:06.122045+00:00,1819.752026
Ambarneil FT 4,2023.02.09,244,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan244.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan244_id7083_electrons.h5,False,2023-02-09T22:34:03.612462+00:00,2023-02-09T23:04:39.851349+00:00,1836.238887
Ambarneil FT 4,2023.02.09,245,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan245.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan245_id7084_electrons.h5,False,2023-02-09T22:35:22.495864+00:00,2023-02-09T23:05:45.942172+00:00,1823.446308
Ambarneil FT 4,2023.02.09,246,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan246.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan246_id7085_electrons.h5,False,2023-02-09T22:36:42.048842+00:00,2023-02-09T23:07:08.416050+00:00,1826.367208
Ambarneil FT 4,2023.02.09,247,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan247.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan247_id7086_electrons.h5,False,2023-02-09T22:37:58.399065+00:00,2023-02-09T23:08:21.009027+00:00,1822.609962
Ambarneil FT 4,2023.02.09,248,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan248.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan248_id7087_electrons.h5,False,2023-02-09T22:39:16.942258+00:00,2023-02-09T23:09:40.376973+00:00,1823.434715
Ambarneil FT 4,2023.02.09,249,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan249.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan249_id7088_electrons.h5,False,2023-02-09T22:40:34.588131+00:00,2023-02-09T23:10:58.719365+00:00,1824.131234
Ambarneil FT 4,2023.02.09,250,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan250.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan250_id7089_electrons.h5,False,2023-02-09T22:41:53.207897+00:00,2023-02-09T22:52:46.011791+00:00,652.803894
Ambarneil FT 4,2023.02.09,251,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan251.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan251_id7090_electrons.h5,False,2023-02-09T23:03:03.704977+00:00,2023-02-09T23:17:02.717116+00:00,839.012139
Ambarneil FT 4,2023.02.09,252,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan252.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan252_id7091_electrons.h5,False,2023-02-09T23:04:22.302896+00:00,2023-02-09T23:18:15.699177+00:00,833.396281
Ambarneil FT 4,2023.02.09,253,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan253.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan253_id7092_electrons.h5,False,2023-02-09T23:05:42.189391+00:00,2023-02-09T23:19:37.742255+00:00,835.552864
Ambarneil FT 4,2023.02.09,254,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan254.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan254_id7093_electrons.h5,False,2023-02-09T23:06:59.460619+00:00,2023-02-09T23:21:14.302472+00:00,854.841853
Ambarneil FT 4,2023.02.09,255,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan255.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan255_id7094_electrons.h5,False,2023-02-09T23:08:17.109483+00:00,2023-02-09T23:22:36.750309+00:00,859.640826
Ambarneil FT 4,2023.02.09,256,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan256.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan256_id7095_electrons.h5,False,2023-02-09T23:09:35.661836+00:00,2023-02-09T23:24:14.912877+00:00,879.251041
Ambarneil FT 4,2023.02.09,257,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan257.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan257_id7096_electrons.h5,False,2023-02-09T23:10:54.334463+00:00,2023-02-09T23:25:36.319880+00:00,881.985417
Ambarneil FT 4,2023.02.09,258,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan258.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan258_id7097_electrons.h5,False,2023-02-09T23:12:11.911718+00:00,2023-02-09T23:26:47.521969+00:00,875.610251
Ambarneil FT 4,2023.02.09,259,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan259.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan259_id7098_electrons.h5,False,2023-02-09T23:13:31.516896+00:00,2023-02-09T23:28:05.310815+00:00,873.793919
Ambarneil FT 4,2023.02.09,260,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan260.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan260_id7099_electrons.h5,False,2023-02-09T23:14:49.089345+00:00,2023-02-09T23:29:38.782169+00:00,889.692824
Ambarneil FT 4,2023.02.09,261,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.02.09/scan261.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.02.09/data_scan261_id7100_electrons.h5,False,2023-02-09T23:16:08.754393+00:00,2023-02-09T23:30:56.957274+00:00,888.202881
